,job_title,company,job_location,country,location_type,skills,job_link,employment_type
50,Applied Data Scientist,Tesco,"Bengaluru, Karnataka",India,Domestic,"['communication', 'big data', 'decision making', 'hadoop', 'orm', 'bi', 'tableau', 'sql', 'hypothesis testing', 'ann', 'https', 'js', 'problem solving', 'go', 'vr', 'r', 'excel', 'cap', 'git', 'diversity and inclusion', 'os', 'sa', 'ar', 'ide', 'ip', 'sla', 'nat', 'http', 'ai']",https://www.indeed.co.in/rc/clk?jk=ba5c4e888cfa0140&fccid=e7de5238ae83770d&vjs=3,Full-time
51,AI Developer/Team Lead,Dexndot Technologies,"Kochi, Kerala",India,Domestic,"['orm', 'bi', 'java', 'api', 'ann', 'https', 'js', 'go', 'r', 'sa', 'ar', 'python', 'machine learning', 'statistical analysis', 'nat', 'http', 'ai']",https://www.indeed.co.in/company/Dexndot-Technologies/jobs/Ai-Developer-Team-Lead-b2b9aa710ae5b68a?fccid=04ff78e03ad5fa67&vjs=3,Contract
52,Machine Learning Engineer,Appstane Technologies,"Surat, Gujarat",India,Domestic,"['scikit-learn', 'communication', 'pytorch', 'bi', 'software architecture', 'java', 'ann', 'https', 'js', 'go', 'r', 'excel', 'keras', 'sa', 'ar', 'python', 'machine learning', 'http', 'ai']",https://www.indeed.co.in/company/Appstane-Technologies/jobs/Machine-Learning-Engineer-ead078157ecc22bf?fccid=3b6915b7af123b9d&vjs=3,Full-time
53,Sr. Manager - HR & Corporate Functions Data Analytics Solution Delivery,Pfizer,"Chennai, Tamil Nadu",India,Domestic,"['communication', 'cd', 'leadership', 'agile', 'aws', 'subversion', 'big data', 'etl', 'unix', 'orm', 'bi', 'tableau', 'influencing', 'real-time data processing', 'saas', 'api', 'ann', 'https', 'js', 'go', 'research', 'unit testing', 'data visualization', 'data integration', 'r', 'collaboration', 'excel', 'cap', 'serverless', 'git', 'metadata management', 'cli', 'os', 'sa', 'ar', 'data privacy', 'version control', 'gui', 'nlp', 'data pipeline', 'ide', 'gdpr', 'ci/cd', 'client relations', 'project management', 'python', 'machine learning', 'ml', 'defi', 'scrum', 'spark', 'business intelligence', 'ip', 'sla', 'dl', 'docker', 'nat', 'http', 'jenkins', 'ai', 'artificial intelligence', 'data warehousing', 'base']",https://www.indeed.co.in/rc/clk?jk=8343d88635ab68aa&fccid=7ff126af0cd3d93b&vjs=3,Internship
54,Machine Learning Engineer,Revolo InfoTech,"Mumbai, Maharashtra",India,Domestic,"['communication', 'cd', 'agile', 'aws', 'big data', 'analytical skills', 'ansible', 'hadoop', 'orm', 'bi', 'mlops', 'sql', 'puppet', 'java', 'version control system', 'containerization', 'ann', 'gcp', 'https', 'kubernetes', 'js', 'c++', 'go', 'r', 'collaboration', 'excel', 'git', 'azure', 'training', 'chef', 'interpersonal skills', 'os', 'sa', 'ar', 'version control', 'monitoring', 'ide', 'ci/cd', 'python', 'machine learning', 'ml', 'spark', 'ip', 'docker', 'http', 'ai', 'data warehousing', 'orchestration']",https://www.indeed.co.in/company/Revolo-Infotech/jobs/Machine-Learning-Engineer-d6a9445dca6529ca?fccid=3f0dcf4317f40ce9&vjs=3,Full-time
55,Sr Machine Learning Engineer,ServiceNow,"Hyderabad, Telangana",India,Domestic,"['cd', 'nas', 'orm', 'bi', 'java', 'cv', 'ann', 'https', 'js', 'go', 'research', 'unit testing', 'r', 'cli', 'os', 'sa', 'ar', 'ide', 'python', 'machine learning', 'ml', 'ip', 'dl', 'nat', 'http', 'rust', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=f67a3fa5cfb71cd8&fccid=7442885bc0fa7c14&vjs=3,Contract
56,HP eCommerce Pricing Analytics Lead,HP,"Bengaluru, Karnataka",India,Domestic,"['marketing', 'communication', 'leadership', 'big data', 'process improvement', 'orm', 'bi', 'sql', 'change management', 'pd', 'gcp', 'https', 'js', 'go', 'research', 'data visualization', 'r', 'excel', 'cap', 'sales', 'feature engineering', 'cad', 'cli', 'os', 'sa', 'ar', 'mentoring', 'gui', 'ide', 'project management', 'python', 'machine learning', 'ml', 'defi', 'ip', 'sla', 'dl', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=6fbe4029e9ec1937&fccid=c8eabfdb4fcf2d28&vjs=3,Full-time
57,Data Scientist III,SmartShift Logistics Solutions,"Bengaluru, Karnataka",India,Domestic,"['pytorch', 'deep learning', 'orm', 'bi', 'pandas', 'api', 'numpy', 'ann', 'matplotlib', 'https', 'gans', 'js', 'go', 'r', 'cap', 'training', 'matlab', 'os', 'sa', 'ar', 'ide', 'neural networks', 'machine learning', 'defi', 'ip', 'nat', 'http', 'tensorflow', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=d3302242c2a7cfc1&fccid=2d9901aaef38c7bb&vjs=3,Contract
58,Regional Senior Data Analytics Engineer,Ninja Van,"Hyderabad, Telangana",India,Domestic,"['stakeholder management', 'data analysis', 'orm', 'bi', 'sql', 'pyspark', 'cv', 'api', 'gcp', 'https', 'linux', 'js', 'go', 'data visualization', 'r', 'collaboration', 'git', 'training', 'os', 'sa', 'ar', 'monitoring', 'ide', 'python', 'spark', 'ip', 'http', 'ai', 'data warehousing', 'base']",https://www.indeed.co.in/rc/clk?jk=bed24a4f2e71feca&fccid=723bf672358626e9&vjs=3,Full-time
59,Business Analyst - Data Science,Genpact,"Hyderabad, Telangana",India,Domestic,"['communication', 'leadership', 'aws', 'big data', 'analytical skills', 'etl', 'process improvement', 'data analysis', 'orm', 'bi', 'tableau', 'sql', 'https', 'js', 'go', 'r', 'excel', 'git', 'diversity and inclusion', 'cli', 'os', 'sa', 'ar', 'data mining', 'ide', 'ip', 'dl', 'nat', 'http', 'ai', 'data warehousing']",https://www.indeed.co.in/rc/clk?jk=be1dd711404ed6a3&fccid=afe30394bfba1470&vjs=3,Full-time
60,Engineer III - Big Data - Hive/Pyspark,Amex,"Gurgaon, Haryana",India,Domestic,"['communication', 'cd', 'leadership', 'agile', 'aws', 'big data', 'automated testing', 'unix', 'hadoop', 'orm', 'bi', 'scripting', 'sql', 'pyspark', 'ci/cd pipelines', 'api', 'teamwork', 'gcp', 'https', 'js', 'problem solving', 'go', 'nosql', 'r', 'excel', 'git', 'training', 'automation', 'os', 'sa', 'shell scripting', 'ar', 'monitoring', 'data pipeline', 'ide', 'ci/cd', 'project management', 'python', 'spark', 'ip', 'hbase', 'nat', 'http', 'ai', 'data warehousing', 'base']",https://www.indeed.co.in/rc/clk?jk=709d7a184fcfe323&fccid=f057e04c37cca134&vjs=3,Temporary
61,Assistant Vice President - Senior Data Scientist,Genpact,"Bengaluru, Karnataka",India,Domestic,"['marketing', 'aws', 'big data', 'orm', 'bi', 'sql', 'https', 'js', 'problem solving', 'go', 'r', 'excel', 'cap', 'sales', 'git', 'diversity and inclusion', 'interpersonal skills', 'cli', 'os', 'sa', 'ar', 'ide', 'python', 'machine learning', 'ip', 'sla', 'nat', 'http', 'ai']",https://www.indeed.co.in/rc/clk?jk=fe1c7fa1b13f4e84&fccid=afe30394bfba1470&vjs=3,Full-time
62,Data Scientist Bangalore,Prescience,"Bengaluru, Karnataka",India,Domestic,"['clustering', 'communication', 'orm', 'bi', 'scripting', 'sql', 'cv', 'teamwork', 'https', 'js', 'go', 'regression', 'nosql', 'r', 'computer vision', 'excel', 'cli', 'os', 'sa', 'classification', 'ar', 'gui', 'ide', 'natural language processing', 'nosql databases', 'python', 'machine learning', 'defi', 'ip', 'nat', 'http', 'ai', 'predictive analytics', 'base']",https://www.indeed.co.in/rc/clk?jk=136178f67b7632db&fccid=5e106b66f8fc57d8&vjs=3,Part-time
63,Data Scientist - Associate,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",India,Domestic,"['cd', 'aws', 'big data', 'security', 'deep learning', 'bi', 'sql', 'data security', 'mr', 'a/b testing', 'https', 'js', 'go', 'data visualization', 'r', 'excel', 'cap', 'diversity and inclusion', 'cli', 'os', 'sa', 'ar', 'ide', 'natural language processing', 'python', 'machine learning', 'ml', 'ip', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=07aff024b1c6f07b&fccid=c46d0116f6e69eae&vjs=3,Contract
64,Computer Vision Research Engineer - Bangalore,Dolby,India,India,Domestic,"['communication', 'pytorch', 'deep learning', 'orm', 'bi', 'networking', 'cv', 'https', 'js', 'c++', 'go', 'vr', 'research', 'r', 'computer vision', 'excel', 'git', 'training', 'matlab', 'cad', 'os', 'sa', 'ar', 'gui', 'ide', 'natural language processing', 'python', 'digital signal processing', 'machine learning', 'ml', 'ip', 'nat', 'http', 'tensorflow', 'iot', 'ai']",https://www.indeed.co.in/rc/clk?jk=bf1cf6b13acad6c8&fccid=5dd80d97ea739284&vjs=3,Temporary
65,India Market Unit - Data Science - Utilities - Consultant,Accenture,"Bengaluru, Karnataka",India,Domestic,"['big data', 'analytical skills', 'security', 'orm', 'bi', 'cross-functional teams', 'random forest', 'api', 'https', 'js', 'go', 'research', 'r', 'excel', 'cap', 'git', 'training', 'cli', 'os', 'sa', 'ar', 'machine learning', 'ml', 'ip', 'nat', 'http', 'ai', 'predictive analytics', 'base']",https://www.indeed.co.in/rc/clk?jk=b7281251970f379a&fccid=a4e4e2eaf26690c9&vjs=3,Temporary
66,Deputy Manager-Aftermarket and Service (Data Science)),Pratt & Whitney,"Bengaluru, Karnataka",India,Domestic,"['clustering', 'communication', 'coaching', 'analytical skills', 'hadoop', 'orm', 'bi', 'customer service', 'sql', 'pyspark', 'java', 'random forest', 'mr', 'pd', 'teamwork', 'https', 'js', 'c++', 'go', 'regression', 'decision trees', 'data visualization', 'r', 'excel', 'git', 'cli', 'os', 'sa', 'ar', 'data mining', 'javascript', 'ide', 'neural networks', 'python', 'machine learning', 'defi', 'spark', 'ip', 'nat', 'http', 'tensorflow', 'ai', 'predictive modeling', 'adaptability', 'base']",https://www.indeed.co.in/rc/clk?jk=054bd5a174324b0b&fccid=54fab6b8f8edafb5&vjs=3,Part-time
67,Machine Learning Analyst,AXA,"Gurgaon, Haryana",India,Domestic,"['communication', 'agile', 'data analysis', 'exploratory data analysis', 'orm', 'bi', 'api', 'https', 'js', 'go', 'regression', 'decision trees', 'r', 'excel', 'cap', 'azure', 'cli', 'os', 'sa', 'ar', 'data mining', 'ide', 'python', 'machine learning', 'bdd', 'ip', 'dl', 'nat', 'http', 'ai']",https://www.indeed.co.in/rc/clk?jk=0bdd2707d17337a4&fccid=753062d67d31c43a&vjs=3,Internship
68,Staff Data Scientist,Baker Hughes,"Mumbai, Maharashtra",India,Domestic,"['communication', 'coaching', 'deep learning', 'bi', 'cross-functional teams', 'work-life balance', 'pandas', 'numpy', 'https', 'js', 'go', 'research', 'r', 'computer vision', 'collaboration', 'excel', 'cap', 'git', 'feature engineering', 'cli', 'keras', 'os', 'sa', 'ar', 'gui', 'critical thinking', 'ide', 'python', 'machine learning', 'ip', 'sla', 'nat', 'http', 'tensorflow', 'ai']",https://www.indeed.co.in/rc/clk?jk=ce03815ad7975cfa&fccid=f4c6ba597fc7aa75&vjs=3,Internship
69,Lead Machine Learning Engineer,EPAM Systems,India,India,Domestic,"['communication', 'leadership', 'aws', 'orm', 'bi', 'amazon web services', 'https', 'js', 'go', 'r', 'cap', 'feature engineering', 'training', 'os', 'sa', 'ar', 'python', 'machine learning', 'ml', 'ip', 'http', 'ai']",https://www.indeed.co.in/rc/clk?jk=4f8ab6bbe3ffd77c&fccid=532afac41b2663f7&vjs=3,Part-time
70,Machine Learning Optimization Engineer - Bangalore,Dolby,India,India,Domestic,"['communication', 'cd', 'pytorch', 'deep learning', 'orm', 'bi', 'networking', 'java', 'api', 'https', 'js', 'c++', 'go', 'vr', 'research', 'r', 'computer vision', 'excel', 'cap', 'git', 'cad', 'os', 'sa', 'ar', 'ide', 'natural language processing', 'python', 'digital signal processing', 'machine learning', 'ml', 'ip', 'rpa', 'nat', 'http', 'tensorflow', 'iot', 'ai']",https://www.indeed.co.in/rc/clk?jk=ed4a570797b894cd&fccid=5dd80d97ea739284&vjs=3,Temporary
71,Data Scientist | 6 to 10 years | Mumbai,Capgemini Invent,"Mumbai, Maharashtra",India,Domestic,"['power bi', 'security', 'orm', 'bi', 'sql', 'https', 'js', 'go', 'r', 'excel', 'cap', 'azure', 'os', 'sa', 'ar', 'kpi', 'business intelligence', 'ip', 'sla', 'http', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=54dd5977dfabde8f&fccid=5d72e2fe76078b02&vjs=3,Internship
72,Data Scientist Tableau | 5 to 10 years | Chennai,Capgemini Invent,"Mumbai, Maharashtra",India,Domestic,"['big data', 'orm', 'bi', 'tableau', 'https', 'js', 'go', 'r', 'cap', 'sales', 'os', 'sa', 'ar', 'ide', 'ip', 'http', 'ai']",https://www.indeed.co.in/rc/clk?jk=64248d8bb4ef370c&fccid=5d72e2fe76078b02&vjs=3,Temporary
73,Senior Machine Learning Engineer,EPAM Systems,India,India,Domestic,"['communication', 'leadership', 'aws', 'orm', 'bi', 'amazon web services', 'https', 'js', 'go', 'r', 'cap', 'feature engineering', 'training', 'os', 'sa', 'ar', 'python', 'machine learning', 'ml', 'ip', 'http', 'ai']",https://www.indeed.co.in/rc/clk?jk=4705973e9a0a0aa9&fccid=532afac41b2663f7&vjs=3,Temporary
74,Data Scientist (India Remote),Token Metrics,"Bengaluru, Karnataka",India,Domestic,"['communication', 'orm', 'bi', 'software architecture', 'java', 'https', 'js', 'go', 'r', 'collaboration', 'excel', 'cap', 'automation', 'os', 'time management', 'ar', 'gui', 'python', 'machine learning', 'ml', 'statistical analysis', 'sla', 'nat', 'http', 'ai', 'artificial intelligence', 'base']",https://www.indeed.co.in/rc/clk?jk=8099c00f755726f3&fccid=bdb6ed382ffe4a54&vjs=3,Temporary
75,Analyst - Data Science,Visa,"Mumbai, Maharashtra",India,Domestic,"['blockchain', 'orm', 'bi', 'java', 'https', 'kubernetes', 'linux', 'js', 'c++', 'go', 'r', 'git', 'cli', 'os', 'sa', 'ar', 'gui', 'data pipeline', 'ide', 'python', 'ip', 'docker', 'nat', 'http', 'ai', 'orchestration', 'base']",https://www.indeed.co.in/rc/clk?jk=c4e813e9a1111053&fccid=a3f737e511d9fc8c&vjs=3,Part-time
76,"Sr Manager, Presales: Big Data",Databricks,"Mumbai, Maharashtra",India,Domestic,"['marketing', 'coaching', 'leadership', 'nas', 'big data', 'orm', 'bi', 'apache spark', 'saas', 'api', 'ann', 'teamwork', 'https', 'js', 'go', 'r', 'excel', 'sales', 'git', 'diversity and inclusion', 'os', 'sa', 'ar', 'san', 'mentoring', 'gui', 'ide', 'machine learning', 'ml', 'spark', 'ip', 'dl', 'nat', 'http', 'rust', 'ai', 'operational efficiency', 'base']",https://www.indeed.co.in/rc/clk?jk=45286c6335b620cf&fccid=3d0f7ba22a49432f&vjs=3,Contract
77,Data Science Faculty,Millennium Software Solutions Pvt. Ltd.,"Visakhapatnam, Andhra Pradesh",India,Domestic,"['cd', 'deep learning', 'orm', 'bi', 'ann', 'https', 'js', 'go', 'r', 'sa', 'ar', 'python', 'machine learning', 'ip', 'http', 'artificial intelligence']",https://www.indeed.co.in/company/Millennium-Software-Solutions-Pvt.-Ltd/jobs/Data-Science-Faculty-e240038979f92ad8?fccid=5e02cdbaf22fc872&vjs=3,Temporary
78,Machine Learning Developer,Analog and Digital Labs India Pvt,"Coimbatore, Tamil Nadu",India,Domestic,"['scikit-learn', 'big data', 'analytical skills', 'security', 'pytorch', 'deep learning', 'orm', 'bi', 'pandas', 'cv', 'https', 'linux', 'js', 'go', 'research', 'data augmentation', 'r', 'git', 'feature engineering', 'training', 'keras', 'sa', 'ar', 'ide', 'python', 'machine learning', 'ml', 'defi', 'ip', 'rpa', 'nat', 'http', 'tensorflow', 'iot', 'ai', 'artificial intelligence', 'base']",https://www.indeed.co.in/company/Analog-and-Digital-Labs-India-Pvt/jobs/Machine-Learning-Developer-23291deee438b2dc?fccid=0aa2203b0bc05dd8&vjs=3,Contract
79,Data Science Trainer,Codeme Hub,"Calicut, Kerala",India,Domestic,"['communication', 'coaching', 'data analysis', 'bi', 'presentation skills', 'tableau', 'sql', 'ann', 'https', 'js', 'go', 'r', 'excel', 'training', 'mentorship', 'os', 'sa', 'ar', 'mentoring', 'gui', 'data mining', 'ide', 'python', 'machine learning', 'mentoring and coaching', 'ip', 'statistical analysis', 'http', 'ai']",https://www.indeed.co.in/company/Codeme-Hub/jobs/Data-Science-Trainer-f91903484bae7c18?fccid=11da1cbd7aaf8069&vjs=3,Internship
80,Artificial Intelligence Researcher,Logicwind,"Surat, Gujarat",India,Domestic,"['communication', 'deep learning', 'orm', 'bi', 'cross-functional teams', 'software architecture', 'java', 'ann', 'https', 'js', 'go', 'research', 'r', 'collaboration', 'excel', 'cap', 'automation', 'os', 'sa', 'time management', 'ar', 'gui', 'ide', 'python', 'machine learning', 'ml', 'statistical analysis', 'sla', 'dl', 'http', 'ai', 'artificial intelligence']",https://www.indeed.co.in/company/LOGICWIND/jobs/Artificial-Intelligence-Researcher-cb2513dd7813eb43?fccid=f3e3a976d2d13a43&vjs=3,Full-time
81,Data Scientist,STRYDO TECHNOLOGIES PVT.LTD,"Vellore, Tamil Nadu",India,Domestic,"['https', 'js', 'go', 'r', 'training', 'sa', 'ar', 'ide', 'machine learning', 'nat', 'http', 'ai', 'artificial intelligence']",https://www.indeed.co.in/company/STRYDO-TECHNOLOGIES-PVT.LTD/jobs/Data-Scientist-5a4346fae03b3ef3?fccid=b92f1429b4923fc4&vjs=3,Internship
82,Data Scientist,Trovech Infotech Private Limited,"Bengaluru, Karnataka",India,Domestic,"['pytorch', 'orm', 'bi', 'sql', 'numpy', 'ann', 'https', 'js', 'go', 'r', 'excel', 'sa', 'svm', 'ar', 'ide', 'python', 'machine learning', 'vm', 'ip', 'statistical analysis', 'nat', 'http', 'tensorflow', 'ai', 'scipy', 'base']",https://www.indeed.co.in/company/Trovech-Infotech-Private-Limited/jobs/Data-Scientist-e71e802c79911be5?fccid=8cb685debe0464d7&vjs=3,Contract
83,Data Scientist,Sigma Solve Inc.,"Ahmedabad, Gujarat",India,Domestic,"['orm', 'bi', 'sql', 'java', 'ann', 'https', 'js', 'c++', 'go', 'research', 'data visualization', 'r', 'os', 'sa', 'ar', 'data mining', 'ide', 'python', 'ip', 'nat', 'http']",https://www.indeed.co.in/company/Sigma-Solve/jobs/Data-Scientist-ccc23252759b65ab?fccid=14021e6a465f9c40&vjs=3,Internship
84,Principal Automation & Analytics Engineer,GLOBALFOUNDRIES,"Bengaluru, Karnataka",India,Domestic,"['communication', 'time series analysis', 'pytorch', 'deep learning', 'orm', 'bi', 'cross-functional teams', 'java', 'api', 'https', 'js', 'go', 'data visualization', 'r', 'excel', 'automation', 'interpersonal skills', 'keras', 'os', 'sa', 'classification', 'ar', 'data mining', 'ide', 'python', 'ml', 'ip', 'dl', 'nat', 'http', 'tensorflow', 'ai']",https://www.indeed.co.in/rc/clk?jk=49e6730b11a366b6&fccid=6a2e5a5f89491e88&vjs=3,Internship
85,Investment Risk & Analytics - Senior Associate,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",India,Domestic,"['cd', 'orm', 'bi', 'tableau', 'https', 'js', 'go', 'data visualization', 'r', 'cap', 'product management', 'diversity and inclusion', 'cli', 'os', 'sa', 'ar', 'ide', 'project management', 'python', 'data visualization tools', 'ml', 'ip', 'dl', 'nat', 'http', 'ai']",https://www.indeed.co.in/rc/clk?jk=619e4cccdbf8b330&fccid=c46d0116f6e69eae&vjs=3,Temporary
86,Sr Automation & Analytics Engineer,GLOBALFOUNDRIES,"Bengaluru, Karnataka",India,Domestic,"['communication', 'time series analysis', 'pytorch', 'deep learning', 'orm', 'bi', 'cross-functional teams', 'java', 'api', 'https', 'js', 'go', 'data visualization', 'r', 'excel', 'automation', 'interpersonal skills', 'keras', 'os', 'sa', 'classification', 'ar', 'data mining', 'ide', 'python', 'ml', 'ip', 'nat', 'http', 'tensorflow', 'ai']",https://www.indeed.co.in/rc/clk?jk=99658e64879b0c08&fccid=6a2e5a5f89491e88&vjs=3,Temporary
87,Data Analytics Engineer,Elementz IT Solutions Pvt. Ltd.,"Thiruvananthapuram, Kerala",India,Domestic,"['aws', 'microservices', 'big data', 'etl', 'decision making', 'orm', 'bi', 'tableau', 'pandas', 'java', 'apache spark', 'mr', 'api', 'matplotlib', 'gcp', 'https', 'js', 'go', 'research', 'r', 'cli', 'os', 'sa', 'ar', 'data mining', 'python', 'machine learning', 'ml', 'spark', 'ip', 'http', 'ai', 'orchestration', 'base']",https://www.indeed.co.in/company/Elementz-IT-Solutions-Pvt.-Ltd./jobs/Data-Analytic-Engineer-3aa2397ee2a9174e?fccid=5c459b6a371c4840&vjs=3,Temporary
88,"Lead Software Engineer, AI Platform",Thomson Reuters,"Bengaluru, Karnataka",India,Domestic,"['cd', 'agile', 'aws', 'microservices', 'orm', 'bi', 'mlops', 'java', 'https', 'js', 'c++', 'go', 'research', 'r', 'cap', 'git', 'feature engineering', 'azure', 'public cloud', 'diversity and inclusion', 'cli', 'os', 'sa', 'classification', 'ar', 'gui', 'monitoring', 'javascript', 'ide', 'ci/cd', 'python', 'machine learning', 'ml', 'scrum', 'ip', 'dl', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=bde8b481d5b026d0&fccid=f4c6ed63cbcfdc0d&vjs=3,Full-time
